0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0039804187,-0.0077888696,0.007860714,0.015382465,7.347763e-05,-0.016124822,3.3662725e-11,-0.03169918,-2.84234e-12,-0.020633364,0.0326618,-0.00096189283,0.040550526,-3.4537643e-15,0.059105203
0.0078202635,-0.014512574,0.015440188,0.028668469,-0.0020054698,-0.029549846,-0.0026067223,-0.056471385,-0.005032503,-0.03550553,0.05550039,-0.00944972,0.06754534,-0.0065714195,0.09386278
0.0078202635,-0.015306292,0.014653725,0.028668469,0.0022746865,-0.029530343,0.0026067225,-0.056471385,0.005032503,-0.03550553,0.05550039,0.0062364284,0.06791743,0.0065714195,0.09386278
0.015364344,-0.028519744,0.02878281,0.053429738,0.0002453035,-0.053832367,1.0661193e-10,-0.10038816,-8.2522895e-12,-0.05986986,0.09430874,-0.0026475906,0.111614496,-1.1620475e-14,0.14832939
0.011393878,-0.02230939,0.019475369,0.03808376,0.008018402,-0.038277455,0.009290954,-0.06918956,0.01732609,-0.04173655,0.061717574,0.024450785,0.07480584,0.020880017,0.09080488
0.011393878,-0.019269716,0.022487262,0.03808376,-0.007669231,-0.038348943,-0.009290954,-0.06918956,-0.01732609,-0.04173655,0.061717574,-0.027970204,0.07356237,-0.020880017,0.09080488
0.022385366,-0.037869282,0.041918736,0.070977114,-0.008969592,-0.06918969,-0.010861954,-0.12249565,-0.019634835,-0.067593664,0.104873255,-0.03224996,0.11814179,-0.023062939,0.14188239
0.022385366,-0.041569278,0.03825256,0.070977114,0.009599773,-0.069105074,0.010861955,-0.12249565,0.019634835,-0.067593664,0.104873255,0.026611993,0.11953805,0.023062939,0.14188239
0.0145796025,-0.028561978,0.021677902,0.042357113,0.017514596,-0.041659154,0.019646404,-0.06764037,0.034983575,-0.04059296,0.049451414,0.048862793,0.062535524,0.03670978,0.05277812
0.0145796025,-0.021414747,0.028759807,0.042357113,-0.017134212,-0.041817043,-0.019646404,-0.06764037,-0.034983575,-0.04059296,0.049451414,-0.05177296,0.06014836,-0.03670978,0.05277812
0.028644308,-0.042086493,0.053609956,0.07894142,-0.02586028,-0.074282795,-0.029437354,-0.118884236,-0.05029845,-0.061319117,0.084030055,-0.07438087,0.09101478,-0.05242948,0.07973352
0.032614775,-0.055198986,0.055708136,0.0942874,0.00039743556,-0.08721807,1.5749953e-10,-0.1482964,-9.62623e-12,-0.06987451,0.11662122,-0.0028173868,0.118772596,5.694179e-14,0.13212967
0.028644308,-0.05322128,0.04257693,0.07894142,0.026536176,-0.07404404,0.029437354,-0.118884236,0.05029845,-0.061319117,0.084030055,0.06998175,0.09443918,0.05242948,0.07973352
0.017268984,-0.033852197,0.020966846,0.040911566,0.029639937,-0.040367685,0.03129596,-0.05301192,0.052818228,-0.036699302,0.022375414,0.068860315,0.039740246,0.043332107,-0.0028412754
0.017268984,-0.020655151,0.034043275,0.040911566,-0.029270818,-0.04063613,-0.03129596,-0.05301192,-0.052818228,-0.036699302,0.022375414,-0.070667155,0.036430538,-0.043332107,-0.0028412754
0.033928093,-0.040596575,0.06345647,0.076247334,-0.048265513,-0.07051014,-0.05139372,-0.091865994,-0.08193767,-0.050269086,0.038021304,-0.11034872,0.047531173,-0.06913001,-0.009329863
0.041733854,-0.061350215,0.071241505,0.10486733,-0.020446718,-0.09083905,-0.02305683,-0.14187983,-0.036677316,-0.052734084,0.09344315,-0.054293834,0.078453586,-0.037753347,0.068116
0.041733854,-0.07067522,0.062001728,0.10486733,0.021273723,-0.090648934,0.023056831,-0.14187983,0.036677316,-0.052734084,0.09344315,0.05051289,0.08093969,0.037753347,0.068116
0.033928093,-0.06308106,0.041177485,0.076247334,0.048906095,-0.070067346,0.05139372,-0.091865994,0.08193767,-0.050269086,0.038021304,0.10797091,0.0527099,0.06913001,-0.009329863
0.019370466,-0.03799961,0.017440658,0.033942282,0.042215634,-0.036229182,0.04050582,-0.029440217,0.06492332,-0.03548769,-0.011401635,0.073288165,0.017561106,0.03184358,-0.052476123
0.019370466,-0.017091034,0.038158137,0.033942282,-0.04188371,-0.036612406,-0.04050582,-0.029440217,-0.06492332,-0.03548769,-0.011401635,-0.0740384,0.014066395,-0.03184358,-0.052476123
0.03805684,-0.033596125,0.07112374,0.0632586,-0.07192114,-0.06146978,-0.06973926,-0.049116172,-0.10306343,-0.045231715,-0.019374166,-0.12026947,0.0093200235,-0.056404,-0.08687581
0.049432162,-0.05918527,0.084320955,0.10128845,-0.049911994,-0.08213486,-0.052771796,-0.106535956,-0.07602227,-0.029882133,0.042280473,-0.103593424,0.022137906,-0.06757599,-0.019673003
0.05340263,-0.07855825,0.079282865,0.116634436,0.00040748416,-0.089423254,1.4036614e-10,-0.13215606,-2.7874224e-12,-0.020546237,0.07487164,-0.0007200662,0.030355837,3.900925e-13,0.024328182
0.049432162,-0.08377399,0.05995696,0.10128845,0.05065845,-0.08167658,0.052771796,-0.106535956,0.07602227,-0.029882133,0.042280473,0.102427244,0.027024891,0.06757599,-0.019673003
0.03805684,-0.070812285,0.034247726,0.0632586,0.072478354,-0.060811777,0.06973926,-0.049116172,0.10306343,-0.045231715,-0.019374166,0.11969229,0.01501212,0.056404,-0.08687581
0.020812506,-0.04086138,0.011577347,0.022390233,0.052610498,-0.03160777,0.043336768,-0.0028035608,0.06763881,-0.040247336,-0.04176409,0.05636654,0.0039344756,0.0014436424,-0.07702047
0.020812506,-0.011201694,0.040965952,0.022390233,-0.05232026,-0.032085918,-0.043336768,-0.002803561,-0.06763881,-0.040247336,-0.04176409,-0.056489695,0.0012574301,-0.0014436424,-0.07702047
0.04088999,-0.022026751,0.076353975,0.04172892,-0.091653876,-0.05179781,-0.07697295,-0.0014307641,-0.106575295,-0.05275972,-0.070967406,-0.09359353,-0.008801846,-0.010855865,-0.12247386
